timestamp,current_draw,total_draw
1720009268.5352767,217.9,43.888664
1720009269.070962,225.1,43.888726999999996
1720009269.6098545,225.1,43.888726999999996
1720009270.152534,206.4,43.888785000000006
1720009270.6902199,206.4,43.888785000000006
1720009271.2320385,190.2,43.888839999999995
1720009271.7713156,190.2,43.888839999999995
1720009272.3143992,189.0,43.888891
1720009273.1826522,189.0,43.888891
1720009274.3388255,211.3,43.889004
1720009274.938172,211.3,43.889004
1720009275.4812138,214.9,43.889061999999996
1720009276.0245304,214.9,43.889061999999996
1720009276.5640926,280.6,43.889141
1720009277.100872,303.0,43.889223
1720009277.6373897,303.0,43.889223
1720009278.1740055,305.9,43.889309000000004
1720009278.711856,305.9,43.889309000000004
1720009279.2544947,311.4,43.88939499999999
1720009279.7921984,311.4,43.88939499999999
1720009280.3280041,319.2,43.889483999999996
1720009280.8630295,319.2,43.889483999999996
1720009281.4032285,320.6,43.889574
1720009281.9378242,320.6,43.889574
1720009282.4740684,340.3,43.889668
1720009283.0138826,340.3,43.889668
1720009283.5496674,353.9,43.889766
1720009284.0887327,352.1,43.889863
1720009284.6236525,352.1,43.889863
1720009285.1659505,349.7,43.889961
1720009285.7026465,349.7,43.889961
1720009286.2771075,347.7,43.890059
1720009286.8182716,347.7,43.890059
